Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,171083,True,2024-03-22 01:22:17,R_8tGd3ILsoJ1YGWV,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,the same / equally,more,more,NA,NA,NA,NA,69,70,statistical methods,study design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,22,60,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Yenen,B
100,934,True,2024-03-22 08:34:09,R_2P7ofPbVFZM7xmV,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,more,more,the same / equally,80,70,"statistical methods,study design,hypotheses","research field,sample size,statistical methods,study design,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,60,85,the journal where I would like to submit my paper/I have submitted my paper.,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Multidisciplinary,I haven't had a PhD defense,-99,Ethiopia,A
98,549,False,2024-03-22 11:01:46,R_264JB46fKv1lBDW,email,EN,Yes,Yes,Yes,I agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,75,75,"research field,sample size,statistical methods,study design,hypotheses","sample size,statistical methods,study design,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,60,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.,else:","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.,else:",I rather agree,No,Other:,Year of my PhD defense:,2016,Slovenia,B
100,400,True,2024-03-22 11:19:17,R_1hPf3mUNMddW5zj,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I agree,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,61,71,other:,other:,I was indifferent about it,NA,NA,NA,NA,NA,93,41,5,"my PI or collaborators.,else:",none,I rather don't agree,No,Social Sciences,Year of my PhD defense:,2007,germany,C
100,236,True,2024-03-22 11:26:00,R_1fxJmX6GEeej2Nj,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,the same / equally,NA,NA,NA,NA,70,70,"research field,statistical methods,hypotheses,information about deviations from the original plan","wording of the text,hypotheses,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,90,my PI or collaborators.,my PI or collaborators.,I agree,No,Clinical Medicine,I haven't had a PhD defense,-99,-99,B
100,459,True,2024-03-22 12:01:50,R_4J33AMk6i2opagi,anonymous,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,62,50,other:,other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,40,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Multidisciplinary,Year of my PhD defense:,2020,India,A
100,763,True,2024-03-22 14:12:00,R_2pHSGbaXgdGlJkt,email,EN,Yes,Yes,Yes,I agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,91,"sample size,statistical methods,wording of the text,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,information about deviations from the original plan",I was indifferent about it,64,58,39,else:,else:,I rather agree,I don't know,Psychiatry / Psychology,I haven't had a PhD defense,-99,Germany,D
100,587791,True,2024-03-22 15:51:40,R_7tutCnd0SvoNL2W,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I rather agree,more,more,more,NA,NA,NA,NA,98,81,"sample size,wording of the text",hypotheses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,55,27,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I rather agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Switzerland,B
100,309,True,2024-03-22 16:03:56,R_1fcRPqOZGg9niut,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,10,11,"study design,wording of the text,information about preregistration,information about deviations from the original plan","study design,wording of the text,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,51,11,17,none,none,I agree,No,Other:,I haven't had a PhD defense,-99,germany,C
100,726,True,2024-03-22 16:19:39,R_1QibCT81UWWDcns,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,90,90,"statistical methods,study design,wording of the text,hypotheses","study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,10,none,none,I don't agree,I don't know,Clinical Medicine,Year of my PhD defense:,2003,Türkiye,A
100,531,True,2024-03-22 16:29:46,R_6c7zSOYNIcaQ7cT,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text","sample size,study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was a good decision,95,15,25,none,none,I rather agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Netherlands,D
100,492,True,2024-03-22 20:39:13,R_2Bn6SoSbrXhSGKD,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I agree,I agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,40,60,"study design,wording of the text,information about preregistration,information about deviations from the original plan","study design,information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,81,17,31,none,none,I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,1994,España,C
100,946,True,2024-03-23 15:14:08,R_1SwXwmb3vBiauow,email,EN,Yes,Yes,Yes,I agree,No,NA,I agree,NA,NA,NA,more,more,more,NA,NA,NA,NA,88,90,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,11,3,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",none,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2000,France,B
100,870,True,2024-03-24 00:09:08,R_1fE5bOraLuEgT64,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,70,70,"sample size,statistical methods,study design,information about preregistration",information about preregistration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,10,"the journal where I would like to submit my paper/I have submitted my paper.,else:",else:,I don't agree,Yes,Other:,Year of my PhD defense:,2020,Brazil,A
100,493,True,2024-03-24 00:34:43,R_3qxujJ1v7HjqI8y,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,82,81,"sample size,statistical methods,wording of the text,information about deviations from the original plan","sample size,statistical methods,wording of the text,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,95,12,3,my PI or collaborators.,my PI or collaborators.,I agree,I don't know,Psychiatry / Psychology,I haven't had a PhD defense,-99,USA,C
100,1096,True,2024-03-24 07:24:29,R_6G2QWd5MiDVoWp7,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,50,50,50,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Other:,Year of my PhD defense:,2023,Nigeria,D
100,510,True,2024-03-24 10:38:51,R_8OztTrPyq6tp1UB,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I don't know,I agree,less,more,more,NA,NA,NA,NA,40,66,"sample size,statistical methods,study design","statistical methods,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,27,50,none,none,I don't know,I don't know,Other:,I haven't had a PhD defense,-99,Switzerland,B
100,458,True,2024-03-24 11:28:46,R_1onjslNVjo4f9q9,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I rather agree,NA,NA,NA,the same / equally,more,less,92,100,"research field,sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","wording of the text,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,52,27,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,No,Clinical Medicine,Year of my PhD defense:,2003,Greece,A
100,1102,True,2024-03-24 12:13:28,R_2jutUqZHwfn5aa5,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,less,NA,NA,NA,NA,40,50,"sample size,hypotheses","sample size,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,the journal where I would like to submit my paper/I have submitted my paper.,none,I agree,No,Clinical Medicine,Year of my PhD defense:,2008,中国CN,B
100,597,True,2024-03-24 12:37:33,R_3dazDHehfLYTwDj,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather agree,I agree,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,84,"sample size,statistical methods,study design,information about deviations from the original plan","statistical methods,information about deviations from the original plan",I thought it was a good decision,100,21,53,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",none,I agree,I don't know,Multidisciplinary,Year of my PhD defense:,1999,Netherlands,D
100,320040,True,2024-03-24 13:11:11,R_1rzwcJehdnSvMqJ,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I rather don't agree,I agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,70,70,"wording of the text,information about deviations from the original plan","wording of the text,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,80,50,50,none,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,No,Other:,I haven't had a PhD defense,-99,Germany,C
100,413,True,2024-03-24 18:46:36,R_7kS4HkFDKlGw9DG,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,hypotheses","information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,60,90,40,else:,none,I don't agree,I don't know,Social Sciences,Year of my PhD defense:,2014,USA,C
100,6115,True,2024-03-25 00:30:12,R_4E6DR3yTRLtcbTH,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,hypotheses,information about deviations from the original plan","research field,study design,information about deviations from the original plan",I was indifferent about it,50,51,11,else:,none,I don't know,No,Social Sciences,Year of my PhD defense:,2016,Australia,D
100,436,True,2024-03-25 02:00:13,R_13UBsQtms8T9Yy0,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,70,80,"statistical methods,information about deviations from the original plan","statistical methods,information about preregistration",I thought it was a good decision,NA,NA,NA,NA,NA,60,50,5,none,none,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2013,Brazil,C
100,650,True,2024-03-25 09:41:53,R_2aeLy3pAejOsMGF,email,EN,Yes,Yes,Yes,I rather agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,40,50,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","hypotheses,information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,62,71,20,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2024,Netherlands,C
100,299,True,2024-03-25 09:46:40,R_2rcvsUkX63Zh6AF,email,EN,Yes,Yes,Yes,I agree,No,NA,I agree,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,61,"statistical methods,information about preregistration,information about deviations from the original plan","sample size,study design,information about preregistration",I thought it was fishy,70,47,58,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Clinical Medicine,Year of my PhD defense:,2015,Denmark,D
100,449,True,2024-03-25 12:14:32,R_22bTIq95BiRgAfs,email,EN,Yes,Yes,Yes,I don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,more,more,61,72,"sample size,statistical methods,study design,wording of the text","statistical methods,wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,43,54,none,none,I don't agree,I don't know,Other:,I haven't had a PhD defense,-99,Germany,A
100,666,True,2024-03-25 12:25:34,R_2rozo1mieHSo1Ky,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,82,83,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",I thought it was fishy,NA,NA,NA,NA,NA,65,50,50,none,none,I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,1999,France,C
100,760,True,2024-03-25 16:07:44,R_7KuRNYkWbwAgRIe,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,50,30,50,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Multidisciplinary,Year of my PhD defense:,2016,Canada,D
